wd_source_id,r_med_geo,wd_ra,wd_dec
520790043346964608,61.4082145690918,35.98571063849756,68.8184182500658
558036098518042752,62.16005325317383,85.52110202833926,82.33141894269143
590880916021900672,128.17918395996094,138.90414180334596,9.726287587275896
599514865440544640,99.0683822631836,126.56099383645001,9.248176754516875
599615711270729984,267.6803894042969,127.62408418489859,8.837161152356883
601843390550086784,244.33726501464844,131.182207212474,11.424037744610645
611167150367477888,185.48988342285156,135.38984060328207,16.961662127665445
642837135401004672,78.03054809570312,149.9890622737599,25.230834484196077
647300160472509184,149.46597290039062,148.095266632252,27.890203834409977
649472245695986816,272.2739562988281,124.52862678921322,12.198718747803403
664633926927091968,676.4383544921875,128.2847508735703,20.489558388400336
672816969200760064,64.51032257080078,114.83243737329389,20.14153822656666
676167047988099456,171.68637084960938,125.57361440809882,21.510761467051356
680942501864322944,101.54253387451172,121.82552220063087,24.572143429821725
707673416242396160,70.46399688720703,128.47349305179546,29.24599686193187
722128828755291392,295.0447692871094,155.98396187084288,22.159066977018394
743097619303531904,171.27267456054688,149.0872756689178,27.458206318711365
793575201703625984,43.75077438354492,146.58968739367643,32.85757022467031
809417476336725248,187.48085021972656,155.16330663240635,45.51277883522542
820542992117501952,61.961830139160156,148.0909980817682,44.90860494425253
826184547623588864,149.16976928710938,144.47710538259864,49.697091187949795
836711826000250752,244.69595336914062,161.71066978392562,51.00774088957554
850203933183960704,145.75047302246094,160.05416101228926,53.947625245252524
861577625059010176,148.1157989501953,165.32698395141387,60.67058670912026
902972034525449088,63.518733978271484,126.54855726739336,32.83296070155159
905374471727661056,119.82215118408203,121.75996615975299,33.770591283275195
908364559240386944,44.3795051574707,125.00452885203589,38.57539606816316
928937074630507392,44.691558837890625,121.93944506832612,44.5182745868027
930577850922831616,157.29473876953125,127.09790101493869,47.00002266450878
944149092879368320,125.44232177734375,102.60616163975715,37.90967274640826
1015215752063651456,160.0924530029297,131.9084021996695,49.520558392671454
1047961746662556416,197.38833618164062,158.70036697558757,60.29440890079298
1052236755246289280,113.5918960571289,156.7194087556286,62.73507654853898
1100971233759127168,134.93125915527344,101.62962365221317,65.42757710780295
1204247364523767168,218.7063751220703,238.74835094842146,20.17792980363101
1211355290583415168,85.67937469482422,233.41705931081756,21.150468750038964
1212425463290645504,92.22730255126953,228.572579122358,19.693463183447694
1220062430539961344,53.66837692260742,239.90572179748895,25.48556629906007
1236858497150236288,141.38430786132812,223.65816318713257,18.790416266603017
1245026464090289280,147.57733154296875,207.8260895621944,18.31689729183245
1277028742153245952,113.52500915527344,231.63759622560525,31.75379962148905
1296865581185679360,166.37847900390625,224.20285141084057,40.383943224593466
1311660540930405632,91.95127868652344,251.41554184805167,30.99209281990144
1323407624377828224,99.6737289428711,240.6726853382804,33.38346026667199
1371709479423611904,169.79434204101562,238.3198102970761,34.18904818129195
1392710284657419264,282.19512939453125,229.38532058518106,42.8946247387701
1477734110083441664,128.18515014648438,213.50905123538658,32.535737227387514
1483533488459297920,286.3720397949219,211.44927060761987,36.765047621259384
1489687725623439744,324.3253173828125,220.91956493515244,41.50290626441396
1508121484739540224,253.12757873535156,213.6122108757762,49.275145680051104
1523397828713912192,102.84857940673828,195.70322344818902,37.86522046934154
1532756940408129792,142.48426818847656,183.3939422814417,39.0161441978234
1551861813935664896,130.92196655273438,202.04706420857494,46.51401193012079
1559995863518817408,112.26235961914062,203.9449353892541,52.21533553863992
1600636802578005248,109.20159912109375,230.06887101503486,55.68803775412446
1613297915194682368,398.3316345214844,226.70008053095611,57.85964712942472
1672479751330081152,220.81698608398438,203.38302591258687,67.31379421043538
1750545141328217984,98.93436431884766,313.4296423685767,9.688271308572038
1777232315757039872,355.9051208496094,334.6437896366513,19.401600319042725
1902773453904187776,191.4669647216797,340.40166636964193,32.93578779520945
1909041116862115200,364.5008239746094,337.1785551514799,39.35904544065468
2023375963778106880,169.66290283203125,288.3033396477085,24.42115184461992
2159403487916761472,217.89585876464844,271.4992735134495,62.907621953108034
2166332030390763264,56.953006744384766,311.6488057538162,45.985906148039184
2267838943853424512,82.06140899658203,283.50103836644433,74.42545143429982
2442099751463686528,117.25701141357422,358.36628357221076,-8.077412378817405
2448295357751641472,238.73593139648438,1.260443624837881,-3.1699418077142187
2471634484916286336,162.52622985839844,17.66439630759588,-10.053522250571865
2497895053130247040,47.081947326660156,43.38507442845183,-0.5625435528199415
2500203890109764608,212.44552612304688,38.765355145182994,-0.48655259676095797
2533633780942700160,122.74091339111328,18.673931380569854,-1.2896836213963965
2540555790755342848,125.37056732177734,5.274637434022272,-2.818807021330893
2542955234365003520,143.31385803222656,9.721631997443467,-0.49087753724790695
2545590733671247744,43.000797271728516,3.8088304758852845,0.36770672359199663
2576762266276447104,192.33724975585938,18.301662075182257,7.131122746982858
2608247533357159424,56.37057876586914,341.3730908548287,-10.04584795956298
2657451056656635648,92.4918212890625,348.6079870043222,1.160561155909109
2690763205257368832,65.08973693847656,317.9435346520062,1.3482006793251335
2731772377633104128,63.46055221557617,339.7444556279192,13.217540925088867
2745244002118134400,80.99240112304688,359.169274675001,5.620009498305393
2783444265882515968,144.8489532470703,17.187976077987674,15.675824913223202
2806739000264778880,272.1265563964844,10.085872232296515,24.909216468414776
2811363550466857344,89.48236846923828,350.13132976816684,12.970888218755801
2841187146239791872,175.6472625732422,350.31831569929915,25.610836076576653
2841283151645302272,98.8668212890625,351.30186556659004,25.189284608203657
2853971996865556736,104.14665985107422,0.3622894540036568,27.333263449560285
2854365720811907328,187.59226989746094,359.69194100708347,27.501548757279572
3065487140349466496,268.1588439941406,128.37846301860722,-4.8158810363823426
3079481999225480448,113.03330993652344,128.61920933971265,1.914433135758872
3079923831100607744,376.2900695800781,129.21248584108125,2.743523832079604
3089874656147104640,169.29241943359375,122.94059944856639,1.4105241250792042
3243900253623213568,283.7562561035156,55.900562061834584,-7.307661876085007
3244617478801862656,211.46580505371094,55.81612835190945,-6.001669528845336
3264017609855236736,235.30307006835938,52.09051569171604,-0.661462160026132
3632954402933841664,69.95219421386719,207.10578100652532,-4.709437846236963
3651432073795645824,252.5353546142578,220.80294081616663,-0.11608003355998814
3681806460470915072,143.99240112304688,191.2094910796352,-3.933035094971125
3715969592414447488,110.891845703125,199.4115444347925,4.099978111978932
3739784361441769728,482.2056884765625,202.57814773142962,12.734480074963871
3803909666275539712,179.4101104736328,167.61926788029143,-0.5620512306554359
3804750586512019840,154.38616943359375,164.05115784874093,-0.10643445806911829
3843636017819635968,333.50115966796875,136.62968695131346,1.2576777992170476
3855792630692650112,90.51472473144531,159.65742563980595,2.041072372604778
3869354556869630464,268.20751953125,162.46543373694317,9.616275727675744
3869971692126504960,208.3853759765625,159.6319260174363,9.80732566065297
3870963314176171264,302.9060974121094,163.285447221435,10.493799741138103
3881936165343328128,250.0353546142578,151.35664405801685,13.450707367117284
3897577164925150080,221.9303741455078,177.88360610219283,6.396705654229501
3938574586270179712,111.30049133300781,200.80995104858692,17.99192697747892
4005438916307756928,50.525718688964844,177.5825209639826,25.308618501204734
4010863661865642368,340.9898986816406,187.57677583100394,28.95977958299702
4019285336818845312,258.2223815917969,173.39253712269095,28.897190923116906
4032775038821332608,172.2172088623047,176.41618118592513,37.190805448529446
4034132866962718848,80.97309875488281,178.58980555671343,37.821694971760856
4168907879862434176,74.30039978027344,266.67932191891435,-6.7834201173395225
4227320672031546240,93.71263885498047,313.3095463730028,-0.26935637941758744
4406733207018066944,69.25965118408203,241.4767904960853,-0.4692397037040574
4415701304886958848,64.3741226196289,231.01394189981212,-0.506400415297158
4440676638498789248,142.02090454101562,253.044596913827,5.728464210287414
4450343205429610112,194.49745178222656,243.88109680408812,7.19741764384533
4453746571874680064,100.24456787109375,245.53249532977665,10.97952539404132
4460086458999242368,55.653892517089844,245.51637907996593,12.22568893574896
4461228611063376128,45.72534942626953,249.41915547119225,13.67571046354978
4568179481487112832,50.106529235839844,256.7830147054645,22.40767769481725
4599716189388636800,104.47803497314453,259.44870558640525,30.440059440437174
5276369492098540416,59.745426177978516,123.60610899950684,-64.53642666811926
6886973535081311872,185.848388671875,312.7040180677348,-14.195400902972668
6898705800892401280,203.77133178710938,318.8648665309813,-7.43945682112926
