wd_source_id wd_ra wd_dec
277090540953615616 68.32301890196736 55.45367816673778
279096973579137152 71.12466585383169 59.30224307273282
1095658118694821504 117.14500730470968 66.15821977940604
1092988671965048960 130.6121496229795 66.09300880648814
1094575473403508736 120.8067516537796 65.02892292551883
2278353672335634688 313.36171626967626 76.1644792069331
2277371293052349184 320.5603685928689 75.42044213778462
739848218845670656 150.4823315223548 26.967217255700547
751988403470813440 160.26574027907506 37.67946797115401
753249852545153664 153.0351531524983 34.57905836351047
729193465841240576 158.1169449445131 28.490646269198763
729313243889211136 157.11741033767336 28.27755393717526
758934636897714816 171.17904237372633 33.39019288029751
759229031136280832 170.4492333839217 34.23528687236739
754878504143019136 157.14608919493378 38.11958397288513
761213821423029632 165.57653768711702 33.851710048538294
755954891668608896 156.30887871777134 39.3868490964715
739253825436690432 152.96317446129908 26.796211882342707
2362474042797760640 7.935741708295164 -20.79368072867831
618835140164057216 144.34798599313444 15.407530466556558
607508211892854528 137.54217411497723 15.101348364389796
619636855939692160 145.4520430834475 15.84528113790131
608113531698574592 131.93583063084338 12.883775789993187
611167150367477888 135.38984060328207 16.961662127665445
620409060995011456 145.30705741370306 16.175114739325362
616899071986605568 149.66524539497507 16.31163978618024
617426012935752832 143.6293703871265 13.516581303601892
45173473883595776 61.76032743057434 15.53809272034197
285501633106795392 77.12515591175267 61.25383530197989
284946066200652800 72.6389194173475 59.69231797904929
284990566359197696 73.88967657667344 60.268374173751006
286069492208158848 81.29212048216186 61.18884245689512
655396998461176064 123.5785792882042 15.2774077330202
653782155180343040 123.27665208994524 14.495266433468746
48883840294734208 63.89322890975097 20.13774241558214
56413781254648960 53.539108936825045 17.83394200783101
56529573573742848 53.45603216472988 18.226046689580212
652986456654102144 126.23529675857444 16.609732997915447
655117065376537472 120.05626014027654 15.955385367736763
2099495669167758464 289.1763476745933 38.915555223134255
2099257423039264000 288.459659622534 37.64914193074205
2367473247290858624 7.467108896210506 -16.672835518998713
2368396562180429568 5.912269713583006 -16.22286153573042
2365285768910490752 4.086403781354987 -19.39269073952638
2389762753171081600 358.886685889725 -20.29049024314883
2376773024012888832 12.663657432391298 -10.891000327460226
2500203890109764608 38.765355145182994 -0.4865525967609579
2489628336301810432 36.02207933275504 -4.371217471108165
2478077382536463232 23.883588031240823 -6.4004822807119215
2485211533668928640 20.81233612939189 -2.15739741624939
2502248569419898240 38.90193152174875 1.6841198650600473
2486041832451829888 33.922195206093456 -9.015741216818425
2486388560866377856 33.11800785372845 -8.071714161484985
2497895053130247040 43.38507442845183 -0.5625435528199415
2487203947523214592 31.914117922929066 -7.787773105507264
2498756859793039232 39.75085367763666 0.1740843231410057
2488242848573674112 36.66326356007942 -6.988237532736343
2504019642134649856 27.998060211846088 -4.56232339827339
2493125234250079104 32.62016564884693 -3.464055519455471
2481259609707306496 24.701244583547425 -3.5877130992095814
2504337946455394432 27.68818563071165 -3.6304527022047233
2493441408270598272 35.21822964220559 -2.505322807924044
2476951143327574400 16.7762065069469 -5.1732880748003085
2505002944832341632 29.76109262456347 -1.988074810666172
2494399362068211328 32.38912281012908 -1.6681154961287237
407967398578801792 25.929281265449163 52.94936250431253
406568235670822656 23.06275906511469 50.91626965817623
407146166474536704 23.501860383911374 52.5097393041198
2401379402753824128 341.1756314451956 -19.181049811732844
1900868481293427456 337.02428336811533 31.610918914933286
1359160547057212160 254.2663513170488 44.997395369475946
1355203232910297600 257.9658357633031 43.26072952267523
1353093476255273856 252.70720696154203 40.14215347153727
1360094169867063168 258.9230369224536 42.08402927591453
1351089989977088512 253.2705626959045 35.95495173496184
1351832950597627648 255.72703617079276 38.70230117397314
1352007158767416576 253.6785676075501 38.68842460656275
1361085551399690624 262.85731240082737 45.32899013017624
668608382286605568 117.05843125138144 18.48753791572017
664633926927091968 128.2847508735703 20.489558388400336
667328516391473920 119.77157870911869 16.98287462685234
662468090881350016 126.71580566413844 18.62016347665637
662812787777177984 128.5714635389597 19.403310386825016
669169790347871360 119.88253510189794 18.422090014714957
667730048590690304 116.39445296289358 16.1191859852004
409400508902600704 25.644530823539657 55.7162532970896
634194527330115968 141.26787249208112 19.2934073771024
630541434306570624 141.0699364091644 14.888977906479656
639208025476377984 141.37975711862344 23.59882212357864
635133926873287552 137.75979827747736 17.914609237428902
645074504125506560 144.54813596316907 25.169815679466684
626494956638789248 148.67856539772913 18.65243381789261
635639045092641280 139.55103319557273 19.042825389227733
645376938541801984 142.263342671222 24.730027458251858
627522381537131520 147.11182105716455 19.670935178863317
636846794189499392 138.72231984547253 20.336443191751325
647300160472509184 148.095266632252 27.890203834409977
642728288044864512 149.85549690478214 25.0185965556038
629185392872025728 152.09170158274873 21.943312877783985
642837135401004672 149.9890622737599 25.23083448419608
648947258957886848 123.75724308299851 10.98520540445743
637751825405074816 140.99044464031178 21.68035445858446
637998910577030912 143.14912753500337 21.773014654325184
649472245695986816 124.52862678921322 12.198718747803404
649821718594445312 123.36864112110958 11.809459501201989
1370763693265717248 234.9787735714008 33.91233478030792
1362882703155283072 266.74373821397614 47.839858514091866
1362953995316017792 268.2819245054073 47.4845315740281
1372896745823272960 237.71213333282037 35.83311818072563
1361802432981244928 261.3240173705386 45.42762501100431
2509739915804015232 23.98838382507011 -0.4513545104428668
2293086475309483904 291.8031634298855 78.2977590781058
2294170834291960832 282.1103850262114 79.25985008513135
2294192721445412736 280.19273739565483 79.5038686523983
2437218022914818432 353.9826850661188 -9.434187130511262
2437839762380358528 350.75149927588507 -9.322080541408766
2434159727027564032 353.97836232383014 -9.95888641467202
2442622603601434624 358.3810662589574 -6.395387096485236
2440131758794370816 352.14562442621855 -7.389030837724838
2443490079621002240 1.9735640734185136 -6.431723197121805
2424880574738721408 6.509875235127979 -10.631985498023823
2424913628807069056 4.9266190433201285 -11.233455021474082
2431129163744714240 3.5583391216876032 -7.336835520728158
2441483303397892608 359.93232605459343 -7.67764761454813
2442099751463686528 358.3662835722108 -8.077412378817405
1847166924641974656 321.81858502440485 26.923620553557075
235259414916507904 51.82317963118361 39.542054937689
2103502431270437504 283.5897816806587 39.98076960987541
1750933445025610496 311.35509621430833 9.215085001783924
1914676938586144896 347.1427061310038 34.93217553540163
1914241639356870528 346.3483677815291 33.94703193278344
1863256941594127104 310.7506073750307 33.37189892074337
545252351699985920 37.408850789650174 70.572139387948
311729207384483712 14.6676928827186 30.45414922287789
