wd_source_id,r_med_geo,wd_ra,wd_dec,phot_teff,radius,e_radius
520790043346964608,61.4082145690918,35.98571063849756,68.8184182500658,12543.982613915592,0.013588073502964699,0.001316800611277534
558036098518042752,62.16005325317383,85.52110202833926,82.33141894269143,5969.220559323054,0.012488583120601443,0.0005701364007549434
590880916021900672,128.17918395996094,138.90414180334596,9.726287587275896,11504.360429127952,0.013019038131323536,0.0009341953441976057
599514865440544640,99.0683822631836,126.56099383645001,9.248176754516875,8930.321010005293,0.015344567400329601,0.000602325073462285
599615711270729984,267.6803894042969,127.62408418489859,8.837161152356883,16347.42671949045,0.014174225009380363,0.0011545237858300661
601843390550086784,244.33726501464844,131.182207212474,11.424037744610645,10460.139156807527,0.014520968666858008,0.0011294657896284246
611167150367477888,185.48988342285156,135.38984060328207,16.961662127665445,18006.348407579528,0.014828525983254345,0.0010960083081553323
642837135401004672,78.03054809570312,149.9890622737599,25.230834484196077,6758.853754152729,0.011912775059605071,0.0005715831421648974
647300160472509184,149.46597290039062,148.095266632252,27.890203834409977,13749.900589143987,0.013428873996091733,0.0013412315682169186
649472245695986816,272.2739562988281,124.52862678921322,12.198718747803403,25980.53184574886,0.012851163348194564,0.0008391383585744049
664633926927091968,676.4383544921875,128.2847508735703,20.489558388400336,23107.60518860221,0.014429017454798146,0.0019042718194181673
672816969200760064,64.51032257080078,114.83243737329389,20.14153822656666,12245.306926837058,0.011268945101683168,0.0009671698625037921
676167047988099456,171.68637084960938,125.57361440809882,21.510761467051356,12360.44590510611,0.014858042079342904,0.001398776763128475
680942501864322944,101.54253387451172,121.82552220063087,24.572143429821725,8545.512255103624,0.013049117134172518,0.0005242466358223062
707673416242396160,70.46399688720703,128.47349305179546,29.24599686193187,6551.045279145323,0.012509752377449512,0.0005656817410482469
722128828755291392,295.0447692871094,155.98396187084288,22.159066977018394,20290.774513922035,0.01536401047446347,0.0010924420311101018
743097619303531904,171.27267456054688,149.0872756689178,27.458206318711365,14134.445315052086,0.014097125449534516,0.0012920618912448032
793575201703625984,43.75077438354492,146.58968739367643,32.85757022467031,6557.286119500601,0.011572740700328986,0.0004600823587174679
809417476336725248,187.48085021972656,155.16330663240635,45.51277883522542,9396.498305433191,0.01422124838180924,0.000772728729247657
