name,ra,dec
4282299551960647680,282.50739799835634,5.296428938204327
3124538851862773120,94.75751591827496,2.1788953664313686
3050837938914366592,104.4483638946952,-8.587649965172762
6129251625151149952,190.5039471746433,-46.01399021979076
455517329408362752,35.29580680811094,53.55823924638252
455168200100958336,33.01471397324092,52.39244505991806
277090540953615616,68.32301890196736,55.45367816673778
6032719211516656256,253.86049390816223,-29.10002485846499
279096973579137152,71.12466585383169,59.30224307273282
3045896351404348672,105.07690931958795,-12.035609487614115
5544346550534282496,120.20354203515228,-36.64878644749591
4308522869965350656,291.7744908445016,9.909789358842447
3046020531794791040,105.9176224735285,-11.549288285747307
5544588928434374016,121.79336773055932,-36.38056787906518
6076393527067484544,187.29457141542628,-53.413510416650894
6154130927586956544,190.7703786161868,-36.2041570530514
6151596312765837952,185.8614993012856,-37.03923203493108
6154219399618217344,194.49509697749696,-37.85117425557578
6153596152618032896,189.62888855599996,-37.45684386582289
6151170660033387392,183.14760065489637,-38.59618029764504
6151205092785097472,183.5027348446688,-38.2229349937398
6154775821221234176,195.99664288953235,-36.60480817587087
4146113114068097024,272.7337355149305,-14.733372792630824
3423873406397195008,88.91763762908846,21.07052672629978
2920078724737454720,101.36116873813346,-26.667919772659545
2061825644887045376,301.5552941766478,38.31375389864858
2918665577420228480,101.11914333646808,-28.54434407877844
4096327227535609728,274.8412171890346,-18.468378357197672
2919752685179648640,99.4040202800792,-27.583757205530432
5857772411777939584,201.5911845788939,-65.84207622743455
1092293750553810432,131.13080033172378,64.7700335278962
1095658118694821504,117.14500730470968,66.15821977940604
1092988671965048960,130.6121496229795,66.09300880648814
1087982290582162816,114.8077093396533,61.8830032757369
1088289810239897216,117.83602707925787,62.82796831962538
4494395065780847872,263.4507780273431,13.21622804486178
4495341642223178240,272.5993864091768,11.96920956740321
1097019485887538048,121.10561199674557,68.14346531937595
1097304259400768896,126.00102393758914,68.92635501412299
1094575473403508736,120.8067516537796,65.02892292551883
466807630199185792,47.67449936664777,63.1412716789638
466850064475199488,48.29649330120037,63.11211315538471
4494655070215430912,270.3962358647057,10.30777485506111
177231103915588992,63.65821221031743,36.31597767515359
2837987842280659968,351.0869280488876,21.80767975054851
2836017315581588864,344.7757456723121,22.44409807837146
2838432044981604992,347.8373282104644,21.248789459367337
2838522308011846656,347.02892371452754,21.67323414288362
2841187146239791872,350.31831569929915,25.610836076576653
3047720376772053504,111.54638162813356,-8.973913779879771
2841283151645302272,351.30186556659004,25.189284608203657
2839169714201242240,349.07244270958665,23.1165369057214
2842112183412398336,345.3169561971013,23.38386698874018
2842141595346719488,344.772896998326,23.23721869398324
2837069960524796416,342.165476631573,23.266463807494294
2844933221011789952,349.9011330080671,27.48281109364011
2845168138541223936,347.10457446582484,26.209896588700992
5621888547229188352,134.00794433183344,-38.241691759751184
5621067933593588992,136.66697006566685,-39.82228449888238
5909739660590724224,266.545673982487,-62.86321501825039
5826448665493796608,237.35767873049232,-62.74842946896087
5909354316117466624,268.9118696279204,-63.93714737024629
5908718660959840384,224.87839187571583,-42.07157133834172
6003348094844590592,228.35524561301645,-44.20062796200488
2924851734778642048,98.25275833809076,-23.395298156244483
2924273980073049344,96.4360741287948,-24.74648720536028
2924309267525834752,96.76503141856472,-24.42011000411312
2923110726835428864,99.16937816712984,-25.48256154277232
6089651202049659264,213.51123633617084,-51.34623594542616
5693498914911897856,124.05855842999516,-27.03437792688445
2922471090241162624,105.03558209690873,-23.24423246631889
5304298736724680576,134.4846508238699,-57.46152482934032
2924575276321887488,98.8994717495846,-23.92627061187625
472222136549511552,66.81258680796138,61.218217523785285
470826482637310848,67.81389197465391,58.969481205135885
2923556342577567104,100.6686924412924,-24.901150889435343
3488951502482649728,183.92379694039505,-24.357634477829077
3483274419007480448,170.78999805258798,-28.93829425035604
472507769053495680,70.72032348518678,62.03483508592185
3485549995759898112,174.1356652271899,-26.04211633111746
4300369510169386112,299.56494144716413,10.648437826491
471687331518855424,69.46015497370944,60.98239742798079
6432922786694642560,276.32227424443846,-68.67456308610487
3486169330042928128,178.91964474063735,-28.48172132063908
6430622436568118016,306.0789457184415,-62.80924783373935
486485177477467520,53.413059700838005,61.33051339281841
483726812042115328,76.679203881592,67.59978240407806
486624570643808128,54.80132410718729,62.03496546406247
485177377115612544,88.76216443007146,70.10362223891812
2001977616378183168,339.58778024410464,52.34127214077896
485412771388617728,81.45632996961749,68.92625094563569
2002003832851662464,341.214643436577,52.479955432652666
6032895648807038464,252.8376253264446,-28.73297876046765
4363955878207655552,261.671405725622,-2.853212665504884
2002474561269227904,343.0232578003085,53.58496820433569
4365053847942795264,257.0981075744143,-4.249702828355296
4364553123475120000,257.3273750368453,-5.844083207256951
2002511154394203392,342.0874234056632,53.666444496919326
4232368392474745472,307.9522322988634,1.9269964186978008
4365474750442201472,253.6927009133944,-4.895148697637636
6885674187215854336,317.9153027371441,-13.286928399410014
6888865210476588288,317.03118065250294,-12.660005694395313
4234231927244156928,298.9126885764589,-2.832802269293344
5694539637023321728,122.8869775159443,-26.3331362467827
6891769428709519872,319.2968432295727,-12.143763559322412
6890112881296259072,315.6994065940085,-11.035713698320905
4233653034380769920,298.52470292532456,-3.31004888520052
6886973535081311872,312.7040180677348,-14.195400902972668
6890371507046911744,314.9109221468316,-10.684246279189322
6028148335655007488,255.8047832901779,-32.14844475028158
467807223705917440,42.23502026225293,64.71492298208985
468326880383720192,43.83210022579207,65.69584285322553
2181536386409646336,307.42588315198617,52.36167198319345
2181552462469281152,308.10277281687394,52.4871972145002
2925660361157563136,102.87421590771662,-23.08802085117424
2925294945338664576,102.19603389491556,-23.203223035166012
2925551818747071488,101.51832610479936,-22.77623327504537
5856859267341664128,191.29127266059376,-66.9121384655722
393313902173736704,0.1391076351877269,48.16129008150143
2199886582633320576,331.9725649182412,59.19732414319389
392266342468979072,4.104737925093235,47.11477962856003
2200293157130388224,335.2301179311784,58.38606095993144
392353306966760832,3.8299274644029295,47.73082216052522
393703129289067520,2.6611886898939594,49.81449741931699
2200350782702730880,335.6262167507757,59.02472492344934
3361073970844830464,106.38542572740668,17.3801502505466
3361077685991550464,106.06477652931926,17.243337354008062
3362709086369200256,112.13898315006804,19.65816770333908
3363848450999632256,110.27488071487736,20.7124764754356
3361992818968395264,110.0278596715479,17.581670160102743
3364099693702695808,110.2318490559159,21.475457664241127
3360785044101488640,108.46315655450267,17.77892212268432
3362221075006361344,109.04781513207158,17.683246279109383
3363328214498168832,108.782012910375,19.70657709172689
2064284054100290048,307.7613181311808,39.582285991885065
3363467440154496256,107.7173798505108,19.90110678481909
6070106317713973376,201.2855438908052,-51.12832375438578
6070136073251537664,201.5834859220347,-50.87766860741071
6077397660358596096,183.82531384899696,-53.05645433745698
2056439725830998144,306.3538044834359,35.19724926893602
2900914786819540736,85.85765395910116,-33.61052922300432
2898843203833706624,97.52420421900122,-27.474749966661776
2899732910603720832,94.5010601589003,-26.220831528796698
2898025407704299648,92.57310664473442,-27.802021305024805
2898075916517056896,95.8539345419628,-29.743130340684484
2899974631363092480,95.97102460104566,-26.00630441753982
2901993510804941312,82.90231777195878,-31.688545401801665
2897304024993579264,90.69616368229828,-29.993354865129863
5904064943646155776,227.1951964662817,-46.12460909203196
5903646613832512128,226.27682579010505,-46.861203596859504
5903867134630105088,229.23242258808855,-46.20398324042614
2219563747668929536,327.82857398510987,66.93443791058651
6846974813891741952,301.0281836897971,-27.196738626633092
5622638409860725504,134.9827560238832,-36.4564026877687
4314903198513595776,292.4111297688326,11.298326063471617
5623303786194244992,137.67363281354318,-35.90339472162031
6159374601618287872,192.6865454630997,-32.912503762142606
6160864439873785856,191.0632511525456,-30.75543649677821
1989701603410310272,341.1481929498523,51.32750626596192
6155564858253131008,193.1196840318599,-35.28796839591479
6156715153574215296,187.97049304012643,-37.501544062377846
6160221736672454400,189.81099334266813,-32.73056150774903
6159300693821280000,193.03415036686613,-33.31841309356201
4107012041007171456,280.73956204875253,-11.149222462526277
3427324601597858816,86.91031641744131,22.68920901766265
2276959736400628608,313.22135520808126,74.05228086278436
2278287877728134784,315.3548156770055,75.88337614198082
2278353672335634688,313.36171626967626,76.1644792069331
2278466204771429632,318.60721789606686,77.01046906500025
2277371293052349184,320.5603685928689,75.42044213778462
2278736547192831744,316.02094698575775,77.54913785047094
5870357490543684224,204.40601435448215,-58.17625977896376
2281674231806724096,353.3790726549713,77.35789278245525
4657149621843004416,85.99948513315692,-70.69258587161599
2141891398717237376,291.39462279552987,56.17020682556379
2143816987178328448,281.6755214612224,49.16784918845124
2140551678161544704,287.40013600333737,54.122007236392
2142413426223768704,291.40981967750986,57.54216965562749
2141788628741788928,291.27842107672296,55.80703241953301
2909093053090597376,84.18303412173255,-25.936509442874485
2910492941848598912,88.8668291987359,-28.06097257038812
180723569460080000,80.30850854686152,31.82234461563618
181625512589421696,76.31650848377394,32.6374345699647
181180485261205248,80.74284402568158,33.5956085339799
2910703562747713664,89.16729597279084,-27.07789287504337
2062283217823775488,304.75263055904435,40.28073556458456
2903789322533760512,85.12894133289849,-30.723540862043027
2910813415128541568,87.67193336809052,-27.34881542018177
2905912926162677504,82.97835968183024,-29.257034251969294
2904056503857355904,84.90225998634922,-30.16643883529242
739848218845670656,150.4823315223548,26.967217255700547
2910061658410720256,92.04956442726136,-27.40323446679069
751554135031442304,160.5345464345142,36.10306598300637
751988403470813440,160.26574027907506,37.67946797115401
2906576099176061696,81.98243599185285,-29.120509563774345
2904421438638635648,87.80997974852104,-28.90058229618013
2854365720811907328,359.69194100708347,27.50154875727957
2859947872628008832,3.372557782179884,28.321433157460543
2851785446193755776,358.47800243770587,24.981931211888057
